dataset,algorithm,epsilon,numBins,clumpyScore_og,clumpyScore_priv,clumpyScore_convHull,clumpyScore_diff_og_priv,clumpyScore_diff_og_convHull,convexScore_og,convexScore_priv,convexScore_convHull,convexScore_diff_og_priv,convexScore_diff_og_convHull,outlyingScore_og,outlyingScore_priv,outlyingScore_convHull,outlyingScore_diff_og_priv,outlyingScore_diff_og_convHull,skinnyScore_og,skinnyScore_priv,skinnyScore_convHull,skinnyScore_diff_og_priv,skinnyScore_diff_og_convHull,sparseScore_og,sparseScore_priv,sparseScore_convHull,sparseScore_diff_og_priv,sparseScore_diff_og_convHull,striatedScore_og,striatedScore_priv,striatedScore_convHull,striatedScore_diff_og_priv,striatedScore_diff_og_convHull,monotonicScore_og,monotonicScore_priv,monotonicScore_convHull,monotonicScore_diff_og_priv,monotonicScore_diff_og_convHull,stringyScore_og,stringyScore_priv,stringyScore_convHull,stringyScore_diff_og_priv,stringyScore_diff_og_convHull,skewedScore_og,skewedScore_priv,skewedScore_convHull,skewedScore_diff_og_priv,skewedScore_diff_og_convHull,rmsd_og_priv,rmsd_og_convHull
2,AHP,0.5,32,0.8691126779313448,0.7624178951267155,0.8243279729306568,0.1066947828046293,0.044784705000687985,0.2431427318784673,0.3425272246669433,0.20465761991508247,0.099384492788476,0.03848511196338483,0.17538754799794462,0.17297027732343492,0.08652070617507576,0.0024172706745096972,0.08886684182286886,0.8307745012868382,0.7929919548093951,0.9354282146919162,0.03778254647744306,0.10465371340507801,0.03487067045,0.0505015614,0.0246225985,0.015630890949999997,0.010248071950000003,0.8352941176470589,0.29518072289156627,0.2692307692307692,0.5401133947554926,0.5660633484162896,0.22546729429478063,0.12593316248494865,0.250978752585571,0.09953413180983198,0.02551145829079038,0.8705882352941177,0.7891566265060241,0.695054945054945,0.08143160878809352,0.17553329023917263,0.7312048945223929,0.843406470087582,0.7669221759608348,0.11220157556518906,0.035717281438441884,0.5863348581747821,0.6128684369654674
2,AHP,0.01,32,0.8691126779313448,0.18555857331202652,0.14402817363612286,0.6835541046193183,0.725084504295222,0.2431427318784673,0.9588750891567828,0.9724840592295722,0.7157323572783154,0.7293413273511049,0.17538754799794462,0.004234926109475734,0.00534982322243897,0.1711526218884689,0.17003772477550566,0.8307745012868382,0.13508596179391696,0.22685115188193605,0.6956885394929212,0.6039233494049021,0.03487067045,0.0596561597,0.0592206997,0.02478548925,0.024350029249999995,0.8352941176470589,0.1919191919191919,0.24836601307189543,0.6433749257278669,0.5869281045751634,0.22546729429478063,0.000636311987663339,0.12279689117853232,0.2248309823071173,0.10267040311624831,0.8705882352941177,0.601010101010101,0.6143790849673203,0.26957813428401667,0.25620915032679736,0.7312048945223929,0.6290033716528983,0.6539606269873832,0.10220152286949458,0.07724426753500968,1.4286381252986922,1.3706024555185605
2,AHP,0.1,32,0.8691126779313448,0.9589830451500225,0.9553202899093386,0.0898703672186777,0.08620761197799376,0.2431427318784673,0.033121787809799685,0.04697766516544183,0.21002094406866761,0.19616506671302547,0.17538754799794462,0.106293731457911,0.24951460676296988,0.06909381654003362,0.07412705876502526,0.8307745012868382,0.8781943192791235,0.8641457831772565,0.04741981799228534,0.03337128189041838,0.03487067045,0.020456809,0.0181666509,0.014413861450000003,0.01670401955,0.8352941176470589,0.2785714285714286,0.21052631578947367,0.5567226890756303,0.6247678018575852,0.22546729429478063,0.013603384459129711,0.12771756723635583,0.21186390983565093,0.0977497270584248,0.8705882352941177,0.6785714285714286,0.6578947368421053,0.19201680672268906,0.21269349845201235,0.7312048945223929,0.7887504448468383,0.7129819455875178,0.057545550324445416,0.018222948934875083,0.6741099666408108,0.7058756185450512
2,AHP,0.5,64,0.8691126779313448,0.95224341518813,0.9481028052238938,0.08313073725678521,0.07899012729254895,0.2431427318784673,0.013602778789793261,0.022633044068501213,0.22953995308867403,0.22050968780996608,0.17538754799794462,0.21132632665328716,0.23103202568948647,0.035938778655342535,0.05564447769154185,0.8307745012868382,0.9206805677327303,0.9276432563235665,0.08990606644589216,0.09686875503672832,0.03487067045,0.0989306456,0.0668019732,0.06405997515,0.03193130275,0.8352941176470589,0.29133858267716534,0.3277310924369748,0.5439555349698935,0.507563025210084,0.22546729429478063,0.1371637359768773,0.17738574450698333,0.08830355831790332,0.0480815497877973,0.8705882352941177,0.7795275590551181,0.7310924369747899,0.0910606762389996,0.1394957983193278,0.7312048945223929,0.981297074367138,0.9714296556332669,0.2500921798447451,0.24022476111087399,0.6690298753901976,0.6367593799174975
2,Laplace,0.1,32,0.8691126779313448,0.227318076513227,0.4440802937424152,0.6417946014181178,0.42503238418892964,0.2431427318784673,0.9732790424212323,1.0064583046796005,0.730136310542765,0.7633155728011332,0.17538754799794462,0,0.015468645099068954,0.17538754799794462,0.15991890289887567,0.8307745012868382,0.2826143196826414,0.707113499605829,0.5481601816041968,0.12366100168100913,0.03487067045,0.0650437162,0.0386031347,0.030173045750000002,0.0037324642499999977,0.8352941176470589,0.24375,0.28869047619047616,0.5915441176470588,0.5466036414565827,0.22546729429478063,0.0021980883436569826,0.14191228100548026,0.22326920595112365,0.08355501328930037,0.8705882352941177,0.60625,0.7321428571428571,0.2643382352941177,0.13844537815126057,0.7312048945223929,0.6223247310702918,0.6975024967813304,0.10888016345210105,0.03370239774106254,1.3261422645561063,1.063128955896165
2,AHP,0.01,64,0.8691126779313448,0.9198438201581042,0.9048211442616353,0.05073114222675934,0.035708466330290456,0.2431427318784673,0.7897860687070679,0.8487941776909905,0.5466433368286006,0.6056514458125233,0.17538754799794462,0.05647300333680089,0.07160463036066539,0.11891454466114373,0.10378291763727923,0.8307745012868382,0.37505326776545334,0.220940518418681,0.4557212335213848,0.6098339828681572,0.03487067045,0.1014010637,0.1043116536,0.06653039325,0.06944098315,0.8352941176470589,0.37142857142857144,0.3541666666666667,0.4638655462184874,0.48112745098039217,0.22546729429478063,0.005804780957224713,0.07524251866827696,0.2196625133375559,0.15022477562650366,0.8705882352941177,0.7333333333333333,0.7395833333333334,0.13725490196078438,0.1310049019607843,0.7312048945223929,0.8663129484628233,0.9631984308819885,0.13510805394043035,0.23199353635959563,0.9100315106726471,1.0395256570795908
2,AHP,0.1,64,0.8691126779313448,0.8837838755777366,0.9230395449433035,0.014671197646391798,0.0539268670119587,0.2431427318784673,0.47719281374234823,0.5146000294370351,0.23405008186388093,0.2714572975585678,0.17538754799794462,0.1105134574231658,0.03236251055289289,0.06487409057477882,0.14302503744505174,0.8307745012868382,0.8160136656574506,0.7285123068287561,0.01476083562938757,0.10226219445808205,0.03487067045,0.0692280308,0.0732810064,0.034357360350000005,0.03841033595,0.8352941176470589,0.38860103626943004,0.3151515151515151,0.4466930813776288,0.5201426024955438,0.22546729429478063,0.0037223688057421538,0.163094711762014,0.22174492548903849,0.06237258253276662,0.8705882352941177,0.7616580310880829,0.7757575757575758,0.10893020420603472,0.0948306595365419,0.7312048945223929,0.9505377349565819,0.9565481403297705,0.219332840434189,0.22534324580737763,0.607684003557399,0.6657306823668585
2,Laplace,0.1,64,0.8691126779313448,0.12036843926265894,0.1364053754116672,0.7487442386686859,0.7327073025196776,0.2431427318784673,0.9693052547580068,0.9268017282002946,0.7261625228795394,0.6836589963218274,0.17538754799794462,0.014923709536290146,0.005670539705878262,0.16046383846165446,0.16971700829206635,0.8307745012868382,0.3378512102388366,0.36191538563903636,0.4929232910480016,0.4688591156478018,0.03487067045,0.0561551333,0.0570984933,0.021284462849999998,0.022227822849999995,0.8352941176470589,0.28,0.26993865030674846,0.5552941176470588,0.5653554673403104,0.22546729429478063,0.00000884558473496314,0.1352197659280863,0.22545844871004567,0.09024752836669434,0.8705882352941177,0.68,0.6748466257668712,0.19058823529411761,0.1957416095272465,0.7312048945223929,0.6725447539733652,0.6359705443394864,0.058660140549027684,0.09523435018290649,1.3251614784449874,1.2761395706342962
2,Laplace,0.05,32,0.8691126779313448,0.3595240810631176,0.4052291400133132,0.5095885968682272,0.4638835379180316,0.2431427318784673,0.8994947634926231,1.0543957983653147,0.6563520316141558,0.8112530664868474,0.17538754799794462,0.01574952472946303,0.020196713828693945,0.1596380232684816,0.15519083416925067,0.8307745012868382,0.5436322174351559,0.7151144092785197,0.2871422838516823,0.1156600920083185,0.03487067045,0.061653583,0.0379738248,0.026782912549999996,0.003103154349999998,0.8352941176470589,0.23595505617977527,0.27247191011235955,0.5993390614672836,0.5628222075346994,0.22546729429478063,0.003930750810113,0.17582113758230766,0.22153654348466764,0.049646156712472966,0.8705882352941177,0.6460674157303371,0.6966292134831461,0.22452081956378056,0.17395902181097156,0.7312048945223929,0.6716552343884108,0.7107037747865773,0.05954966013398211,0.020501119735815587,1.1231083441301335,1.1228117257343315
2,DAWA,0.01,32,0.8691126779313448,0.16629641377271043,0.13801207028294105,0.7028162641586344,0.7311006076484038,0.2431427318784673,0.6766140673649657,0.7753633863082007,0.43347133548649835,0.5322206544297334,0.17538754799794462,0.025930857064567155,0.007008171513997745,0.14945669093337746,0.16837937648394688,0.8307745012868382,0.705062559990716,0.5968629267467913,0.12571194129612218,0.23391157454004685,0.03487067045,0.0579807021,0.05946201,0.02311003165,0.02459133955,0.8352941176470589,0.32061068702290074,0.3064516129032258,0.5146834306241581,0.528842504743833,0.22546729429478063,0.2578887833396973,0.2432086867719596,0.03242148904491665,0.017741392477178958,0.8705882352941177,0.7099236641221374,0.6612903225806451,0.1606645711719803,0.20929791271347253,0.7312048945223929,0.6495443473096428,0.5291137554650184,0.08166054721275007,0.20209113905737452,1.0094328626403595,1.1251993126543192
