dataset,algorithm,epsilon,numBins,clumpyScore_og,clumpyScore_priv,clumpyScore_convHull,clumpyScore_diff_og_priv,clumpyScore_diff_og_convHull,outlyingScore_og,outlyingScore_priv,outlyingScore_convHull,outlyingScore_diff_og_priv,outlyingScore_diff_og_convHull,skinnyScore_og,skinnyScore_priv,skinnyScore_convHull,skinnyScore_diff_og_priv,skinnyScore_diff_og_convHull,sparseScore_og,sparseScore_priv,sparseScore_convHull,sparseScore_diff_og_priv,sparseScore_diff_og_convHull,monotonicScore_og,monotonicScore_priv,monotonicScore_convHull,monotonicScore_diff_og_priv,monotonicScore_diff_og_convHull,stringyScore_og,stringyScore_priv,stringyScore_convHull,stringyScore_diff_og_priv,stringyScore_diff_og_convHull,skewedScore_og,skewedScore_priv,skewedScore_convHull,skewedScore_diff_og_priv,skewedScore_diff_og_convHull,rmsd_og_priv,rmsd_og_convHull,unbinThreshold
3,AGrid,0.1,32,0.7794454013517387,0.624700994562984,0.3360012968680701,0.15474440678875467,0.44344410448366856,0.11799475311913915,0.03929375514617657,0.02784217255309189,0.07870099797296258,0.09015258056604726,0.5527683611774682,0.8139838937970275,0.6535078275328005,0.2612155326195593,0.10073946635533226,0.0367919258,0.0614020273,0.0341030293,0.024610101500000002,0.002688896500000003,0.3479411773070523,0.009333999930405104,0.3954431340806181,0.3386071773766472,0.04750195677356578,0.689419795221843,0.6352201257861635,0.6591549295774648,0.054199669435679554,0.030264865644378247,0.7213685797149981,0.6763950554866988,0.5878658363040824,0.044973524228299366,0.13350274341091573,0.46754030062801516,0.4857172143521537,0
3,AGrid,0.1,64,0.7794454013517387,0.5558013530513277,0.0939074919130174,0.22364404830041096,0.6855379094387213,0.11799475311913915,0.023304741065246496,0.05387978420702323,0.09469001205389266,0.06411496891211592,0.5527683611774682,0.6866575724630992,0.5430244784506795,0.13388921128563103,0.009743882726788722,0.0367919258,0.0576011328,0.0568917721,0.020809207000000003,0.0200998463,0.3479411773070523,0.0029285770563750703,0.4048278691396903,0.34501260025067726,0.056886691832638,0.689419795221843,0.679144385026738,0.6515151515151515,0.010275410195105028,0.037904643706691554,0.7213685797149981,0.635041518585603,0.7206695041546454,0.08632706112939514,0.0006990755603527576,0.45159034819985877,0.6922754134135655,0
3,AGrid,0.01,32,0.7794454013517387,0.3150196417264809,0.725649045380488,0.4644257596252578,0.05379635597125065,0.11799475311913915,0.01714814550002506,0.015330066600501206,0.1008466076191141,0.10266468651863794,0.5527683611774682,0.8643668995197309,0.902108934683911,0.3115985383422627,0.34934057350644276,0.0367919258,0.0598888755,0.0324348272,0.0230969497,0.004357098599999998,0.3479411773070523,0.001738078053391779,0.34724339788430675,0.34620309925366055,0.0006977794227455703,0.689419795221843,0.6474358974358975,0.6787878787878788,0.04198389778594558,0.010631916433964217,0.7213685797149981,0.7342747827713667,0.578470077061816,0.012906203056368581,0.14289850265318216,0.6672887278665308,0.3950005227635519,0
3,AGrid,0.01,64,0.7794454013517387,0.5434732690024124,0.0961603817889356,0.23597213234932624,0.6832850195628031,0.11799475311913915,0.02549079027413612,0.05871226460971312,0.09250396284500303,0.05928248850942603,0.5527683611774682,0.7047229291294905,0.8471350723430606,0.15195456795202233,0.29436671116559243,0.0367919258,0.0559304098,0.0556297832,0.019138483999999997,0.018837857399999998,0.3479411773070523,0.0006685409252887476,0.37114669151797003,0.3472726363817636,0.02320551421091771,0.689419795221843,0.6900584795321637,0.625,0.0006386843103206585,0.06441979522184305,0.7213685797149981,0.6284108584525091,0.6952935215583324,0.09295772126248902,0.026075058156665776,0.4657640309409102,0.750178493080661,0
3,AGrid,0.5,32,0.7794454013517387,0.2432429741834473,0.15463866296806916,0.5362024271682914,0.6248067383836695,0.11799475311913915,0.044263130976433515,0.007392088619497116,0.07373162214270564,0.11060266449964204,0.5527683611774682,0.6204954526939519,0.39189042409654895,0.0677270915164837,0.16087793708091924,0.0367919258,0.0612771377,0.06125739,0.024485211899999998,0.024465464200000002,0.3479411773070523,0.02651560511137143,0.32161827055675624,0.3214255721956809,0.026322906750296082,0.689419795221843,0.6566265060240963,0.6377952755905512,0.03279328919774671,0.05162451963129189,0.7213685797149981,0.630465040975699,0.6146536645781281,0.09090353873929913,0.10671491513687004,0.6409283354362536,0.6662152346363817,0
3,Geometric,0.1,32,0.7794454013517387,0.2742710219604094,0.170855357666728,0.5051743793913293,0.6085900436850107,0.11799475311913915,0.035355373223699915,0.033374125110942655,0.08263937989543924,0.0846206280081965,0.5527683611774682,0.3728173631946857,0.44771684260944167,0.17995099798278247,0.10505151856802653,0.0367919258,0.0609890382,0.059263108,0.024197112399999998,0.022471182200000002,0.3479411773070523,0.000003903449258323524,0.29103300047284636,0.347937273857794,0.05690817683420596,0.689419795221843,0.6235294117647059,0.6307692307692307,0.06589038345713716,0.0586505644526123,0.7213685797149981,0.6519415658564827,0.6174414386511573,0.06942701385851546,0.10392714106384082,0.6520891672550982,0.6376225744834051,0
3,AGrid,0.5,64,0.7794454013517387,0.514254209358568,0.13895238736475235,0.26519119199317065,0.6404930139869863,0.11799475311913915,0.02447634878578942,0.010751480808761094,0.09351840433334974,0.10724327231037806,0.5527683611774682,0.5664320569444687,0.4748030529193813,0.01366369576700055,0.0779653082580869,0.0367919258,0.0571079715,0.0565711595,0.0203160457,0.019779233700000003,0.3479411773070523,0.0038266602289295094,0.311492783581157,0.3441145170781228,0.03644839372589531,0.689419795221843,0.6878048780487804,0.6533333333333333,0.0016149171730626133,0.036086461888509724,0.7213685797149981,0.62207520158748,0.6079752438866239,0.09929337812751815,0.11339333582837419,0.45601324796114423,0.6661013395472379,0
3,Geometric,0.01,32,0.7794454013517387,0.17301135471912077,0.15885843933909216,0.6064340466326179,0.6205869620126465,0.11799475311913915,0.019902724499715856,0.05367649199972517,0.09809202861942329,0.06431826111941398,0.5527683611774682,0.40150161032866005,0.5167573174032145,0.15126675084880814,0.03601104377425368,0.0367919258,0.0593351754,0.05901916225,0.022543249600000002,0.02222723645,0.3479411773070523,0.00006757966779727733,0.24931239541523947,0.347873597639255,0.09862878189181284,0.689419795221843,0.6612903225806451,0.6766917293233082,0.028129472641197917,0.012728065898534813,0.7213685797149981,0.6031295329192178,0.6868449921896357,0.11823904679578034,0.03452358752536244,0.7325038609874313,0.6341430278904185,0
3,Geometric,0.1,64,0.7794454013517387,0.09417122697452263,0.10499929464480418,0.685274174377216,0.6744461067069345,0.11799475311913915,0.03496939643360835,0.036369112437059495,0.0830253566855308,0.08162564068207966,0.5527683611774682,0.38800098343624967,0.36151241053567895,0.16476737774121852,0.19125595064178924,0.0367919258,0.0553121321,0.0555878893,0.0185202063,0.0187959635,0.3479411773070523,0.000007185889816943022,0.26746554701025993,0.34793399141723536,0.08047563029679239,0.689419795221843,0.6255707762557078,0.6835443037974683,0.06384901896613526,0.0058754914243747125,0.7213685797149981,0.6530143717745107,0.6780008882264374,0.06835420794048741,0.04336769148856068,0.796110700895224,0.7119438377462651,0
3,Geometric,0.01,64,0.7794454013517387,0.15120174716445267,0.09080749039985458,0.628243654187286,0.6886379109518841,0.11799475311913915,0.023853192779803918,0.03343548368667224,0.09414156033933524,0.08455926943246692,0.5527683611774682,0.33618783120968154,0.4163817557927587,0.21658052996778665,0.13638660538470948,0.0367919258,0.05427631595,0.0529447952,0.01748439015,0.0161528694,0.3479411773070523,0.002635183360319212,0.2612680507052262,0.3453059939467331,0.08667312660182613,0.689419795221843,0.6790123456790124,0.6726190476190477,0.010407449542830682,0.016800747602795374,0.7213685797149981,0.6889719461528386,0.5965900556887285,0.032396633562159494,0.12477852402626965,0.7557510427365961,0.7236012989336523,0
