dataset,algorithm,epsilon,numBins,clumpyScore_og,clumpyScore_priv,clumpyScore_convHull,clumpyScore_diff_og_priv,clumpyScore_diff_og_convHull,convexScore_og,convexScore_priv,convexScore_convHull,convexScore_diff_og_priv,convexScore_diff_og_convHull,outlyingScore_og,outlyingScore_priv,outlyingScore_convHull,outlyingScore_diff_og_priv,outlyingScore_diff_og_convHull,skinnyScore_og,skinnyScore_priv,skinnyScore_convHull,skinnyScore_diff_og_priv,skinnyScore_diff_og_convHull,sparseScore_og,sparseScore_priv,sparseScore_convHull,sparseScore_diff_og_priv,sparseScore_diff_og_convHull,striatedScore_og,striatedScore_priv,striatedScore_convHull,striatedScore_diff_og_priv,striatedScore_diff_og_convHull,monotonicScore_og,monotonicScore_priv,monotonicScore_convHull,monotonicScore_diff_og_priv,monotonicScore_diff_og_convHull,stringyScore_og,stringyScore_priv,stringyScore_convHull,stringyScore_diff_og_priv,stringyScore_diff_og_convHull,skewedScore_og,skewedScore_priv,skewedScore_convHull,skewedScore_diff_og_priv,skewedScore_diff_og_convHull,rmsd_og_priv,rmsd_og_convHull
2,AHP,0.1,32,0.8691126779313448,0.2481794600302556,0.1831541831013208,0.6209332179010892,0.685958494830024,0.2431427318784673,0.9646348742578081,0.9444053142609333,0.7214921423793408,0.7012625823824661,0.17538754799794462,0,0.006132547100971002,0.17538754799794462,0.16925500089697362,0.8307745012868382,0.11752441040741513,0.21171684215137077,0.713250090879423,0.6190576591354674,0.03487067045,0.0619857894,0.0627798155,0.027115118949999996,0.02790914505,0.8352941176470589,0.25757575757575757,0.2302158273381295,0.5777183600713013,0.6050782903089293,0.22546729429478063,0.00006653326451318589,0.11914897661536265,0.22540076103026743,0.10631831767941798,0.8705882352941177,0.6363636363636364,0.6187050359712231,0.2342245989304813,0.2518831993228946,0.7312048945223929,0.6265618944547966,0.5950437085953654,0.1046430000675963,0.13616118592702753,1.3772095023124953,1.3543910675469948
2,AHP,0.01,32,0.8691126779313448,0.1972098484400353,0.14951809954330386,0.6719028294913095,0.719594578388041,0.2431427318784673,0.9590627476320578,0.9385985754768327,0.7159200157535905,0.6954558435983653,0.17538754799794462,0,0.01113440376029439,0.17538754799794462,0.16425314423765022,0.8307745012868382,0.13407589685738697,0.17960945475179446,0.6966986044294512,0.6511650465350437,0.03487067045,0.0598754384,0.0592948153,0.02500476795,0.024424144849999996,0.8352941176470589,0.21962616822429906,0.21935483870967742,0.6156679494227598,0.6159392789373814,0.22546729429478063,0.000002009809755352941,0.1223349789489993,0.22546528448502529,0.10313231534578132,0.8705882352941177,0.6635514018691588,0.6129032258064516,0.20703683342495882,0.25768500948766604,0.7312048945223929,0.6466410599968025,0.6390109080305029,0.08456383452559035,0.09219398649189003,1.4002381111870237,1.3849135369327499
2,AHP,0.05,32,0.8691126779313448,0.15786534982692102,0.13861410452757983,0.7112473281044238,0.730498573403765,0.2431427318784673,0.9467048009029847,0.9611163489665154,0.7035620690245175,0.7179736170880482,0.17538754799794462,0,0.006089883205295632,0.17538754799794462,0.169297664792649,0.8307745012868382,0.13766055666210908,0.2591174762132442,0.6931139446247291,0.571657025073594,0.03487067045,0.0606268674,0.0614939948,0.025756196949999997,0.026623324349999998,0.8352941176470589,0.24257425742574257,0.2689655172413793,0.5927198602213163,0.5663286004056796,0.22546729429478063,0.0001776848427806415,0.12693134168266937,0.225289609452,0.09853595261211126,0.8705882352941177,0.6584158415841584,0.6551724137931034,0.21217239370995922,0.21541582150101424,0.7312048945223929,0.567291957822719,0.5794910710086918,0.16391293669967388,0.1517138235137011,1.409489367434529,1.3435531301708348
2,AHP,0.5,32,0.8691126779313448,0.2376549889053451,0.25118362849996567,0.6314576890259997,0.6179290494313792,0.2431427318784673,0.9494211716425573,0.9579240716411398,0.70627843976409,0.7147813397626726,0.17538754799794462,0.004919341341913041,0,0.17046820665603157,0.17538754799794462,0.8307745012868382,0.14230290998000905,0.1442105725064915,0.6884715913068291,0.6865639287803467,0.03487067045,0.0633493735,0.06267152949999999,0.028478703049999998,0.027800859049999987,0.8352941176470589,0.27956989247311825,0.2708333333333333,0.5557242251739406,0.5644607843137255,0.22546729429478063,0.00031244830920703975,0.16949154834561772,0.2251548459855736,0.05597574594916291,0.8705882352941177,0.6559139784946236,0.6597222222222222,0.21467425679949403,0.21086601307189545,0.7312048945223929,0.6014347013689652,0.5764326360894637,0.12977019315342775,0.1547722584329292,1.3505114158086935,1.336345977086376
2,AHP,0.05,64,0.8691126779313448,0.15613555837161597,0.1134078643834131,0.7129771195597289,0.7557048135479317,0.2431427318784673,0.9579409493416676,0.961694445141033,0.7147982174632004,0.7185517132625656,0.17538754799794462,0.0072404810749152615,0,0.16814706692302936,0.17538754799794462,0.8307745012868382,0.15816002072797974,0.14919395938742241,0.6726144805588584,0.6815805418994157,0.03487067045,0.0568595779,0.0572843705,0.021988907449999998,0.02241370005,0.8352941176470589,0.25217391304347825,0.3023255813953488,0.5831202046035806,0.53296853625171,0.22546729429478063,0.00018765948233633102,0.13627796789950622,0.22527963481244428,0.08918932639527441,0.8705882352941177,0.6608695652173913,0.6395348837209303,0.2097186700767264,0.2310533515731874,0.7312048945223929,0.635225266943732,0.5947371378921529,0.09597962757866085,0.13646775663024002,1.394422514410328,1.3954357123639458
2,AHP,0.01,64,0.8691126779313448,0.10896052827323388,0.10747895305299371,0.760152149658111,0.7616337248783511,0.2431427318784673,0.950340481271301,0.9569172671772006,0.7071977493928336,0.7137745352987332,0.17538754799794462,0.009991854393063698,0.022699524408240575,0.16539569360488093,0.15268802358970404,0.8307745012868382,0.3124785684954856,0.2357702776940045,0.5182959327913526,0.5950042235928337,0.03487067045,0.0558420313,0.0554984025,0.020971360849999995,0.02062773205,0.8352941176470589,0.21810699588477367,0.29891304347826086,0.6171871217622852,0.536381074168798,0.22546729429478063,3.469904090722115e-7,0.1331976464049905,0.22546694730437156,0.09226964788979014,0.8705882352941177,0.6460905349794238,0.6847826086956522,0.22449770031469385,0.18580562659846545,0.7312048945223929,0.6122861283211324,0.6037904847009535,0.11891876620126052,0.12741440982143937,1.3677288959294955,1.346961650321766
2,AHP,0.1,64,0.8691126779313448,0.1364464549684945,0.14569541026153676,0.7326662229628503,0.7234172676698081,0.2431427318784673,0.9725204966123397,0.9529563370731968,0.7293777647338724,0.7098136051947295,0.17538754799794462,0.021225411106806,0.027845030006604335,0.1541621368911386,0.14754251799134027,0.8307745012868382,0.32953484642133435,0.23909750264175955,0.5012396548655038,0.5916769986450786,0.03487067045,0.0564489543,0.0562037825,0.021578283849999998,0.02133311205,0.8352941176470589,0.2869198312236287,0.32386363636363635,0.5483742864234302,0.5114304812834225,0.22546729429478063,0.0006063819092455706,0.15443389416961278,0.22486091238553507,0.07103340012516784,0.8705882352941177,0.6835443037974683,0.6818181818181818,0.18704393149664933,0.1887700534759359,0.7312048945223929,0.580922370520228,0.642748105785623,0.1502825240021649,0.08845678873676988,1.3240511899517775,1.3074934347732174
2,AGrid,0.01,32,0.8691126779313448,0.3416201932009092,0.19362098262481886,0.5274924847304356,0.675491695306526,0.2431427318784673,0.9828603740883853,0.8455561606809768,0.7397176422099181,0.6024134288025096,0.17538754799794462,0.0428118610578516,0.020073615822492407,0.13257568694009303,0.15531393217545222,0.8307745012868382,0.7361081244737924,0.8184688551104046,0.0946663768130458,0.012305646176433593,0.03487067045,0.0601126736,0.0601441769,0.025242003149999998,0.025273506449999997,0.8352941176470589,0.2654320987654321,0.2,0.5698620188816268,0.6352941176470588,0.22546729429478063,0.0001689579344685065,0.1446740139324449,0.22529833636031213,0.08079328036233574,0.8705882352941177,0.7037037037037037,0.6666666666666666,0.16688453159041394,0.20392156862745103,0.7312048945223929,0.7783994366574831,0.6693461174658576,0.04719454213509022,0.06185877705653531,1.1216886995309,1.1400176536934206
2,AHP,0.5,64,0.8691126779313448,0.15169687329416826,0.1070028826924625,0.7174158046371766,0.7621097952388823,0.2431427318784673,0.961252756262206,0.9481838111401851,0.7181100243837386,0.7050410792617179,0.17538754799794462,0.003552643821302438,0.009889613235999704,0.17183490417664218,0.1654979347619449,0.8307745012868382,0.14762723739834538,0.1676621808033808,0.6831472638884928,0.6631123204834574,0.03487067045,0.0570531682,0.0558160541,0.022182497749999995,0.020945383649999996,0.8352941176470589,0.211864406779661,0.20454545454545456,0.6234297108673978,0.6307486631016043,0.22546729429478063,0.0000013580565435385651,0.12992510271312752,0.2254659362382371,0.09554219158165311,0.8705882352941177,0.6483050847457628,0.6363636363636364,0.2222831505483549,0.2342245989304813,0.7312048945223929,0.5981348210824219,0.5754681244590326,0.13307007343997102,0.15573677006336029,1.4260763870777728,1.4253167294323912
2,AGrid,0.05,32,0.8691126779313448,0.4745686998170878,0.33487645836829016,0.394543978114257,0.5342362195630547,0.2431427318784673,0.6116302336654726,0.7437809539128,0.36848750178700534,0.5006382220343326,0.17538754799794462,0.026798077073145115,0.020463806920559973,0.14858947092479952,0.15492374107738466,0.8307745012868382,0.8651253328492499,0.7411162382948213,0.0343508315624117,0.08965826299201685,0.03487067045,0.0621038863,0.0627677374,0.02723321585,0.027897066949999993,0.8352941176470589,0.25333333333333335,0.20634920634920634,0.5819607843137256,0.6289449112978525,0.22546729429478063,0.010508081720695828,0.17964415683688645,0.2149592125740848,0.04582313745789418,0.8705882352941177,0.6333333333333333,0.6349206349206349,0.23725490196078436,0.23566760037348278,0.7312048945223929,0.6538266048477058,0.7412470671089465,0.07737828967468707,0.0100421725865536,0.8732763330988901,1.0110275506341533
