datasetName,algorithm,epsilon,denoiseLevel,binning,Outlying_og,Outlying_priv,Skewed_og,Skewed_priv,Clumpy_og,Clumpy_priv,Sparse_og,Sparse_priv,Striated_og,Striated_priv,Convex_og,Convex_priv,Skinny_og,Skinny_priv,Stringy_og,Stringy_priv,Monotonic_og,Monotonic_priv,rmsd
0,AGrid,0.01,0,32,0.033010331092,0.019748240268,0.8583125509,0.677677789286,0.441192094055,0.11942906719,3.7832495e-05,0.000133307551,0.0,0.001190212578,0.004390876661,0.00351371732,0.000581646683,0.01237465053,0.000235904695,0.007156875053,0.006275127511,5.1480674e-05,0.36954586899877173
0,AGrid,0.05,0,32,0.033010331092,0.06286291639,0.8583125509,0.729827509442,0.441192094055,0.183022896337,3.7832495e-05,0.00014078094,0.0,0.001004859567,0.004390876661,0.009730981447,0.000581646683,0.001976058544,0.000235904695,0.004927698988,0.006275127511,1.8689e-07,0.29007548437600555
0,AGrid,0.1,0,32,0.033010331092,0.064443092835,0.8583125509,0.73093169575,0.441192094055,0.097253235853,3.7832495e-05,0.000678942568,0.0,0.004210836132,0.004390876661,0.016564844602,0.000581646683,0.045530709226,0.000235904695,0.026314039089,0.006275127511,0.002218322794,0.3720095853480063
0,AGrid,0.5,0,32,0.033010331092,0.098446922215,0.8583125509,0.767480162168,0.441192094055,0.12915083463,3.7832495e-05,0.000133454693,0.0,0.001455399061,0.004390876661,0.000415633714,0.000581646683,0.006869650475,0.000235904695,0.006469656338,0.006275127511,0.000109629613,0.3317175904081426
0,AHP,0.01,0,32,0.033010331092,0.000705744852,0.8583125509,0.646494164576,0.441192094055,0.354555504212,3.7832495e-05,0.012051474251,0.0,0.069892493337,0.004390876661,0.547999342985,0.000581646683,0.866716230683,0.000235904695,0.371076585066,0.006275127511,5.7007e-08,1.1143191961810628
0,AHP,0.05,0,32,0.033010331092,0.0,0.8583125509,0.657748417923,0.441192094055,0.02341244169,3.7832495e-05,0.013297637684,0.0,0.085966017839,0.004390876661,0.558393078391,0.000581646683,0.852493006975,0.000235904695,0.400016030896,0.006275127511,0.007636157309,1.189923895468209
0,AHP,0.1,0,32,0.033010331092,0.0,0.8583125509,0.66817340139,0.441192094055,0.066945047296,3.7832495e-05,0.012989345357,0.0,0.076636069468,0.004390876661,0.557943889783,0.000581646683,0.855637055974,0.000235904695,0.387206293104,0.006275127511,0.016105102717,1.170780790833258
0,AHP,0.5,0,32,0.033010331092,0.030457286938,0.8583125509,0.837536969141,0.441192094055,0.029712817571,3.7832495e-05,0.01749158363,0.0,0.076596095784,0.004390876661,0.459730234504,0.000581646683,0.846629305693,0.000235904695,0.359377477512,0.006275127511,0.092878235047,1.1115476925455088
0,DAWA,0.01,0,32,0.033010331092,0.00510962545,0.8583125509,0.709518831231,0.441192094055,0.327105067654,3.7832495e-05,0.011286084743,0.0,0.080052963777,0.004390876661,0.4524982261,0.000581646683,0.887358721102,0.000235904695,0.376424465479,0.006275127511,0.126453421858,1.0888541234723115
0,DAWA,0.05,0,32,0.033010331092,0.021679214235,0.8583125509,0.737831731176,0.441192094055,0.010028019441,3.7832495e-05,0.01265747209,0.0,0.077593711986,0.004390876661,0.338718741188,0.000581646683,0.861607362082,0.000235904695,0.372094080529,0.006275127511,0.173378132165,1.1072799291453554
