dataset,algorithm,epsilon,numBins,clumpyScore_og,clumpyScore_og_denoised,clumpyScore_priv,clumpyScore_convHull,clumpyScore_diff_og_priv,clumpyScore_diff_og_convHull,clumpyScore_diff_og_denoised_priv,clumpyScore_diff_og_denoised_convHull,outlyingScore_og,outlyingScore_og_denoised,outlyingScore_priv,outlyingScore_convHull,outlyingScore_diff_og_priv,outlyingScore_diff_og_convHull,outlyingScore_diff_og_denoised_priv,outlyingScore_diff_og_denoised_convHull,skinnyScore_og,skinnyScore_og_denoised,skinnyScore_priv,skinnyScore_convHull,skinnyScore_diff_og_priv,skinnyScore_diff_og_convHull,skinnyScore_diff_og_denoised_priv,skinnyScore_diff_og_denoised_convHull,sparseScore_og,sparseScore_og_denoised,sparseScore_priv,sparseScore_convHull,sparseScore_diff_og_priv,sparseScore_diff_og_convHull,sparseScore_diff_og_denoised_priv,sparseScore_diff_og_denoised_convHull,monotonicScore_og,monotonicScore_og_denoised,monotonicScore_priv,monotonicScore_convHull,monotonicScore_diff_og_priv,monotonicScore_diff_og_convHull,monotonicScore_diff_og_denoised_priv,monotonicScore_diff_og_denoised_convHull,stringyScore_og,stringyScore_og_denoised,stringyScore_priv,stringyScore_convHull,stringyScore_diff_og_priv,stringyScore_diff_og_convHull,stringyScore_diff_og_denoised_priv,stringyScore_diff_og_denoised_convHull,skewedScore_og,skewedScore_og_denoised,skewedScore_priv,skewedScore_convHull,skewedScore_diff_og_priv,skewedScore_diff_og_convHull,skewedScore_diff_og_denoised_priv,skewedScore_diff_og_denoised_convHull,rmsd_og_priv,rmsd_og_convHull,unbinThreshold
3,AGrid,0.01,32,0.7794454013517387,0.7794454013517387,0.3468465295048543,0.6726364354681909,0.4325988718468844,0.10680896588354782,0.4325988718468844,0.10680896588354782,0.11799475311913915,0.11799475311913915,0.005450492459302086,0.0199444899515454,0.11254426065983707,0.09805026316759374,0.11254426065983707,0.09805026316759374,0.5527683611774682,0.5527683611774682,0.7000855059976347,0.9081819817507416,0.14731714482016656,0.3554136205732734,0.14731714482016656,0.3554136205732734,0.0367919258,0.0367919258,0.0599757145,0.0333283655,0.0231837887,0.0034635603000000015,0.0231837887,0.0034635603000000015,0.3479411773070523,0.3479411773070523,0.00027085588164003937,0.3556134234349913,0.34767032142541227,0.007672246127938986,0.34767032142541227,0.007672246127938986,0.689419795221843,0.689419795221843,0.6835443037974683,0.6550632911392406,0.0058754914243747125,0.03435650408260249,0.0058754914243747125,0.03435650408260249,0.7213685797149981,0.7213685797149981,0.6962466410654996,0.6290660818929694,0.02512193864949852,0.0923024978220287,0.02512193864949852,0.0923024978220287,0.586163892907227,0.3963733480910554,0
2,Laplace,0.05,64,0.8691126779313448,0.8691126779313448,0.21817318643212857,0.0846465716428002,0.6509394914992163,0.7844661062885446,0.6509394914992163,0.7844661062885446,0.17538754799794462,0.17538754799794462,0.013204451309858551,0.022900410226736393,0.16218309668808606,0.15248713777120823,0.16218309668808606,0.15248713777120823,0.8307745012868382,0.8307745012868382,0.3526129417961714,0.2996035082954741,0.47816155949066674,0.531170992991364,0.47816155949066674,0.531170992991364,0.03487067045,0.03487067045,0.05473762879999999,0.0543338373,0.01986695834999999,0.019463166849999998,0.01986695834999999,0.019463166849999998,0.22546729429478063,0.22546729429478063,0.0000012288307526519601,0.13927358931017622,0.22546606546402798,0.08619370498460441,0.22546606546402798,0.08619370498460441,0.8705882352941177,0.8705882352941177,0.6875,0.6836158192090396,0.18308823529411766,0.18697241608507809,0.18308823529411766,0.18697241608507809,0.7312048945223929,0.7312048945223929,0.6764734077007266,0.6221578952174224,0.054731486821666286,0.10904699930497053,0.054731486821666286,0.10904699930497053,0.875448762453792,0.987643723704814,0
2,Laplace,0.1,64,0.8691126779313448,0.8691126779313448,0.148405368316045,0.10944093215267603,0.7207073096152998,0.7596717457786688,0.7207073096152998,0.7596717457786688,0.17538754799794462,0.17538754799794462,0.010721795059658668,0.019596156001875982,0.16466575293828595,0.15579139199606865,0.16466575293828595,0.15579139199606865,0.8307745012868382,0.8307745012868382,0.3641874297143286,0.41406931413391834,0.46658707157250956,0.4167051871529198,0.46658707157250956,0.4167051871529198,0.03487067045,0.03487067045,0.0564725888,0.0559932879,0.02160191835,0.02112261745,0.02160191835,0.02112261745,0.22546729429478063,0.22546729429478063,0.0001086417818437112,0.14321119078665484,0.2253586525129369,0.08225610350812579,0.2253586525129369,0.08225610350812579,0.8705882352941177,0.8705882352941177,0.7130801687763713,0.6627906976744186,0.1575080665177464,0.2077975376196991,0.1575080665177464,0.2077975376196991,0.7312048945223929,0.7312048945223929,0.6837484429531161,0.6858219169835765,0.0474564515692768,0.04538297753881637,0.0474564515692768,0.04538297753881637,0.917905987906615,0.9096521285513548,0
2,Laplace,0.01,64,0.8691126779313448,0.8691126779313448,0.1481880414106227,0.09237749359695746,0.7209246365207221,0.7767351843343874,0.7209246365207221,0.7767351843343874,0.17538754799794462,0.17538754799794462,0.03292184908091078,0.017612135867618874,0.14246569891703384,0.15777541213032575,0.14246569891703384,0.15777541213032575,0.8307745012868382,0.8307745012868382,0.4970527038252224,0.3387296137923945,0.3337217974616158,0.49204488749444364,0.3337217974616158,0.49204488749444364,0.03487067045,0.03487067045,0.0540704436,0.0539386091,0.019199773149999995,0.019067938649999998,0.019199773149999995,0.019067938649999998,0.22546729429478063,0.22546729429478063,0.0003200439056643896,0.11891158921321987,0.22514725038911623,0.10655570508156076,0.22514725038911623,0.10655570508156076,0.8705882352941177,0.8705882352941177,0.6859504132231405,0.6793478260869565,0.18463782207097712,0.19124040920716112,0.18463782207097712,0.19124040920716112,0.7312048945223929,0.7312048945223929,0.7284085592002866,0.7117907514610611,0.0027963353221063247,0.019414143061331823,0.0027963353221063247,0.019414143061331823,0.8582295179546111,0.9586377346003055,0
2,Laplace,0.5,64,0.8691126779313448,0.8691126779313448,0.18918819567795842,0.14124591183243196,0.6799244822533864,0.7278667660989129,0.6799244822533864,0.7278667660989129,0.17538754799794462,0.17538754799794462,0.009083986734080689,0,0.16630356126386392,0.17538754799794462,0.16630356126386392,0.17538754799794462,0.8307745012868382,0.8307745012868382,0.1446322590417184,0.14432292328814889,0.6861422422451198,0.6864515779986893,0.6861422422451198,0.6864515779986893,0.03487067045,0.03487067045,0.0588726959,0.0589909624,0.02400202545,0.024120291949999997,0.02400202545,0.024120291949999997,0.22546729429478063,0.22546729429478063,0.0014986826656485843,0.15949474075110684,0.22396861162913204,0.06597255354367379,0.22396861162913204,0.06597255354367379,0.8705882352941177,0.8705882352941177,0.6411483253588517,0.656441717791411,0.22943990993526597,0.21414651750270663,0.22943990993526597,0.21414651750270663,0.7312048945223929,0.7312048945223929,0.6531650409448599,0.6974071917401683,0.07803985357753296,0.0337977027822246,0.07803985357753296,0.0337977027822246,1.0345125808263662,1.041009976944328,0
5,AGrid,0.01,32,0.6353920859593905,0.8834372311088962,0.3187701364950004,0.28308084962373115,0.31662194946439004,0.3523112363356593,0.5646670946138957,0.600356381485165,0.09209088836871798,0.088229633302433,0.005731543496093222,0.010034888087563108,0.08635934487262475,0.08205600028115487,0.08249808980633977,0.07819474521486988,0.6130815625949203,0.5383952907346166,0.6217736481925528,0.7752321866928719,0.00869208559763246,0.16215062409795156,0.0833783574579362,0.2368368959582553,0.0363381936,0.0336602502,0.061711468,0.033499573,0.0253732744,0.002838620600000001,0.0280512178,0.00016067720000000063,0.8035796966127348,0.7991501010104493,0.00022915309096256176,0.7908001303854654,0.8033505435217722,0.01277956622726939,0.7989209479194866,0.008349970624983882,0.6597222222222222,0.6233766233766234,0.6932515337423313,0.6837209302325581,0.03352931152010907,0.02399870801033588,0.06987491036570792,0.060344306855934726,0.7230316811450028,0.7179396403476211,0.6668006705669658,0.6115905352297414,0.05623101057803703,0.11144114591526144,0.05113896978065535,0.10634910511787976,0.8706807611252476,0.4126931806981995,1
5,AGrid,0.05,32,0.6353920859593905,0.8834372311088962,0.496110460879719,0.31504106361468953,0.13928162507967146,0.3203510223447009,0.38732677022917716,0.5683961674942066,0.09209088836871798,0.088229633302433,0.02818151642361274,0.008475188925058086,0.06390937194510524,0.0836156994436599,0.06004811687882026,0.07975444437737492,0.6130815625949203,0.5383952907346166,0.7027104389768075,0.6055345404871222,0.08962887638188721,0.007547022107798118,0.16431514824219096,0.06713924975250563,0.0363381936,0.0336602502,0.06277778115,0.0339147959,0.026439587550000004,0.002423397699999996,0.029117530950000005,0.00025454570000000426,0.8035796966127348,0.7991501010104493,0.0017531675605908232,0.7833822611378533,0.8018265290521439,0.02019743547488151,0.7973969334498584,0.015767839872596,0.6597222222222222,0.6233766233766234,0.6597222222222222,0.6550218340611353,0,0.004700388161086866,0.03634559884559885,0.03164521068451198,0.7230316811450028,0.7179396403476211,0.6835500200213407,0.6873907992144671,0.03948166112366214,0.03564088193053572,0.03438962032628046,0.030548841133154037,0.8226182288494693,0.3337356672926476,1
5,AGrid,0.1,32,0.6353920859593905,0.8834372311088962,0.6501989072878842,0.2596544166646838,0.014806821328493758,0.37573766929470664,0.23323832382101195,0.6237828144442124,0.09209088836871798,0.088229633302433,0.009325488351241898,0.03473291442672104,0.08276540001747608,0.057357973941996945,0.0789041449511911,0.05349671887571196,0.6130815625949203,0.5383952907346166,0.8795240847408208,0.6219269400616017,0.2664425221459005,0.008845377466681348,0.3411287940062042,0.08353164932698509,0.0363381936,0.0336602502,0.0366484259,0.0333903804,0.00031023230000000457,0.0029478131999999962,0.002988175700000005,0.0002698697999999958,0.8035796966127348,0.7991501010104493,0.005261367216408449,0.7647494360346246,0.7983183293963263,0.03883026057811012,0.7938887337940408,0.03440066497582461,0.6597222222222222,0.6233766233766234,0.6861538461538461,0.6948356807511737,0.026431623931623904,0.035113458528951536,0.06277722277722275,0.07145905737455038,0.7230316811450028,0.7179396403476211,0.7044977818235109,0.6331671815593332,0.018533899321491965,0.08986449958566967,0.013441858524110284,0.08477245878828799,0.8464132315053439,0.39417259671259547,1
5,AGrid,0.5,32,0.6353920859593905,0.8834372311088962,0.9033802615173522,0.6948703364475648,0.2679881755579617,0.059478250488174345,0.01994303040845602,0.18856689466133136,0.09209088836871798,0.088229633302433,0.0895791334225269,0.020268108862894825,0.0025117549461910887,0.07182277950582316,0.0013495001200938966,0.06796152443953818,0.6130815625949203,0.5383952907346166,0.6976118840852201,0.6414902662208326,0.08453032149029982,0.0284087036259123,0.15921659335060356,0.10309497548621605,0.0363381936,0.0336602502,0.0352784372,0.0341089927,0.0010597564000000004,0.0022292008999999988,0.001618187,0.0004487425000000017,0.8035796966127348,0.7991501010104493,0.4661594121799532,0.7649882554754429,0.33742028443278155,0.03859144113729185,0.33299068883049604,0.03416184553500634,0.6597222222222222,0.6233766233766234,0.6485148514851485,0.6767676767676768,0.011207370737073674,0.017045454545454586,0.025138228108525174,0.053391053391053434,0.7230316811450028,0.7179396403476211,0.6399005236642807,0.6704055436180716,0.08313115748072208,0.05262613752693124,0.0780391166833404,0.04753409672954956,0.4470562742388227,0.11856456011874411,1
5,AHP,0.5,32,0.6353920859593905,0.8834372311088962,0.9215299199486806,0.6307913485196784,0.28613783398929016,0.0046007374397120104,0.03809268883978445,0.2526458825892177,0.09209088836871798,0.088229633302433,0.364948454745613,0.13989366773715536,0.272857566376895,0.04780277936843738,0.27671882144318,0.05166403443472237,0.6130815625949203,0.5383952907346166,0.585429015161643,0.4279151315437246,0.027652547433277275,0.18516643105119568,0.04703372442702647,0.11048015919089194,0.0363381936,0.0336602502,0.0340538749,0.0334179358,0.002284318699999996,0.0029202577999999993,0.00039362470000000455,0.00024231439999999882,0.8035796966127348,0.7991501010104493,0.5796423172973219,0.7813222563139569,0.2239373793154129,0.022257440298777853,0.2195077837131274,0.017827844696492345,0.6597222222222222,0.6233766233766234,0.6153846153846154,0.6617647058823529,0.04433760683760679,0.0020424836601307117,0.007992007992007943,0.03838808250572956,0.7230316811450028,0.7179396403476211,0.6652843569298564,0.649798056733815,0.05774732421514639,0.07323362441118786,0.05265528341776471,0.06814158361380618,0.4610255087838715,0.20606828170959943,1
