-3.255442857742309570e+00,-3.255442857742309570e+00,-3.255442857742309570e+00,-1.433932185173034668e+00,-1.433932185173034668e+00,-1.433932185173034668e+00,-7.657001495361328125e+00,-7.657001495361328125e+00,-7.657001495361328125e+00,2.855649948120117188e+00,2.855649948120117188e+00,2.855649948120117188e+00,-1.049993157386779785e+00,-1.049993157386779785e+00,-1.049993157386779785e+00,-1.752771735191345215e+00,-1.752771735191345215e+00,-1.752771735191345215e+00,4.052724242210388184e-01,4.052724242210388184e-01,4.052724242210388184e-01,-1.804105639457702637e-01,-1.804105639457702637e-01,-1.804105639457702637e-01,1.873337864875793457e+00,1.873337864875793457e+00,1.873337864875793457e+00,1.632192730903625488e+00,1.632192730903625488e+00,1.632192730903625488e+00,1.011703300476074219e+01,1.011703300476074219e+01
-3.255442857742309570e+00,-3.255442857742309570e+00,-3.255442857742309570e+00,-1.433932185173034668e+00,-1.433932185173034668e+00,-1.433932185173034668e+00,-7.657001495361328125e+00,-7.657001495361328125e+00,-7.657001495361328125e+00,2.855649948120117188e+00,2.855649948120117188e+00,2.855649948120117188e+00,-1.049993157386779785e+00,-1.049993157386779785e+00,-1.049993157386779785e+00,-1.752771735191345215e+00,-1.752771735191345215e+00,-1.752771735191345215e+00,4.052724242210388184e-01,4.052724242210388184e-01,4.052724242210388184e-01,-1.804105639457702637e-01,-1.804105639457702637e-01,-1.804105639457702637e-01,1.873337864875793457e+00,1.873337864875793457e+00,1.873337864875793457e+00,1.632192730903625488e+00,1.632192730903625488e+00,1.632192730903625488e+00,1.011703300476074219e+01,1.011703300476074219e+01
-3.255442857742309570e+00,-3.255442857742309570e+00,-3.255442857742309570e+00,-1.433932185173034668e+00,-1.433932185173034668e+00,-1.433932185173034668e+00,-7.657001495361328125e+00,-7.657001495361328125e+00,-7.657001495361328125e+00,2.855649948120117188e+00,2.855649948120117188e+00,2.855649948120117188e+00,-1.049993157386779785e+00,-1.049993157386779785e+00,-1.049993157386779785e+00,-1.752771735191345215e+00,-1.752771735191345215e+00,-1.752771735191345215e+00,4.052724242210388184e-01,4.052724242210388184e-01,4.052724242210388184e-01,-1.804105639457702637e-01,-1.804105639457702637e-01,-1.804105639457702637e-01,1.873337864875793457e+00,1.873337864875793457e+00,1.873337864875793457e+00,1.632192730903625488e+00,1.632192730903625488e+00,1.632192730903625488e+00,-6.464415073394775391e+00,-6.464415073394775391e+00
-2.806860923767089844e+00,-2.806860923767089844e+00,-2.806860923767089844e+00,7.694650650024414062e+00,7.694650650024414062e+00,7.694650650024414062e+00,2.905318832397460938e+01,2.905318832397460938e+01,2.905318832397460938e+01,1.927549552917480469e+01,1.927549552917480469e+01,1.927549552917480469e+01,4.181078910827636719e+00,4.181078910827636719e+00,4.181078910827636719e+00,1.353109955787658691e+00,1.353109955787658691e+00,1.353109955787658691e+00,1.896177411079406738e+00,1.896177411079406738e+00,1.896177411079406738e+00,6.943465709686279297e+00,6.943465709686279297e+00,6.943465709686279297e+00,9.195066452026367188e+00,9.195066452026367188e+00,9.195066452026367188e+00,1.887093544006347656e+00,1.887093544006347656e+00,1.887093544006347656e+00,1.408855676651000977e+00,1.408855676651000977e+00
-2.806860923767089844e+00,-2.806860923767089844e+00,-2.806860923767089844e+00,7.694650650024414062e+00,7.694650650024414062e+00,7.694650650024414062e+00,2.905318832397460938e+01,2.905318832397460938e+01,2.905318832397460938e+01,1.927549552917480469e+01,1.927549552917480469e+01,1.927549552917480469e+01,4.181078910827636719e+00,4.181078910827636719e+00,4.181078910827636719e+00,1.353109955787658691e+00,1.353109955787658691e+00,1.353109955787658691e+00,1.896177411079406738e+00,1.896177411079406738e+00,1.896177411079406738e+00,6.943465709686279297e+00,6.943465709686279297e+00,6.943465709686279297e+00,9.195066452026367188e+00,9.195066452026367188e+00,9.195066452026367188e+00,1.887093544006347656e+00,1.887093544006347656e+00,1.887093544006347656e+00,1.408855676651000977e+00,1.408855676651000977e+00
-2.806860923767089844e+00,-2.806860923767089844e+00,-2.806860923767089844e+00,7.694650650024414062e+00,7.694650650024414062e+00,7.694650650024414062e+00,2.905318832397460938e+01,2.905318832397460938e+01,2.905318832397460938e+01,1.927549552917480469e+01,1.927549552917480469e+01,1.927549552917480469e+01,4.181078910827636719e+00,4.181078910827636719e+00,4.181078910827636719e+00,1.353109955787658691e+00,1.353109955787658691e+00,1.353109955787658691e+00,1.896177411079406738e+00,1.896177411079406738e+00,1.896177411079406738e+00,6.943465709686279297e+00,6.943465709686279297e+00,6.943465709686279297e+00,9.195066452026367188e+00,9.195066452026367188e+00,9.195066452026367188e+00,1.887093544006347656e+00,1.887093544006347656e+00,1.887093544006347656e+00,-6.701995372772216797e+00,-6.701995372772216797e+00
-7.824694514274597168e-01,-7.824694514274597168e-01,-7.824694514274597168e-01,2.054466247558593750e+01,2.054466247558593750e+01,2.054466247558593750e+01,6.288854598999023438e+01,7.433060455322265625e+01,9.857561439275741577e-02,4.122298431396484375e+01,3.356303787231445312e+01,7.729270172119140625e+01,4.842626154422760010e-01,4.842626154422760010e-01,4.842626154422760010e-01,-4.239377021789550781e+00,-4.239377021789550781e+00,-4.239377021789550781e+00,3.250029981136322021e-01,3.250029981136322021e-01,3.250029981136322021e-01,8.834277153015136719e+00,8.834277153015136719e+00,8.834277153015136719e+00,9.135608673095703125e+00,9.135608673095703125e+00,9.135608673095703125e+00,2.970796346664428711e+00,2.970796346664428711e+00,2.970796346664428711e+00,1.730975341796875000e+01,1.730975341796875000e+01
-7.824694514274597168e-01,-7.824694514274597168e-01,-7.824694514274597168e-01,2.054466247558593750e+01,2.054466247558593750e+01,2.054466247558593750e+01,3.602080917358398438e+01,1.303169860839843750e+02,8.771509552001953125e+01,9.367219543457031250e+01,3.331908035278320312e+01,3.276037979125976562e+01,4.842626154422760010e-01,4.842626154422760010e-01,4.842626154422760010e-01,-4.239377021789550781e+00,-4.239377021789550781e+00,-4.239377021789550781e+00,3.250029981136322021e-01,3.250029981136322021e-01,3.250029981136322021e-01,8.834277153015136719e+00,8.834277153015136719e+00,8.834277153015136719e+00,9.135608673095703125e+00,9.135608673095703125e+00,9.135608673095703125e+00,2.970796346664428711e+00,2.970796346664428711e+00,2.970796346664428711e+00,1.730975341796875000e+01,1.730975341796875000e+01
-7.824694514274597168e-01,-7.824694514274597168e-01,-7.824694514274597168e-01,2.054466247558593750e+01,2.054466247558593750e+01,2.054466247558593750e+01,4.478762435913085938e+01,6.310905075073242188e+01,8.416181182861328125e+01,6.349756240844726562e+01,5.846781158447265625e+01,-5.182681560516357422e+00,4.842626154422760010e-01,4.842626154422760010e-01,4.842626154422760010e-01,-4.239377021789550781e+00,-4.239377021789550781e+00,-4.239377021789550781e+00,3.250029981136322021e-01,3.250029981136322021e-01,3.250029981136322021e-01,8.834277153015136719e+00,8.834277153015136719e+00,8.834277153015136719e+00,9.135608673095703125e+00,9.135608673095703125e+00,9.135608673095703125e+00,2.970796346664428711e+00,2.970796346664428711e+00,2.970796346664428711e+00,-1.467150688171386719e+00,-1.467150688171386719e+00
6.606304645538330078e-01,6.606304645538330078e-01,6.606304645538330078e-01,1.043508815765380859e+01,1.043508815765380859e+01,1.043508815765380859e+01,3.134917449951171875e+01,3.134917449951171875e+01,3.134917449951171875e+01,2.253333854675292969e+01,2.253333854675292969e+01,2.253333854675292969e+01,3.190238475799560547e+00,3.190238475799560547e+00,3.190238475799560547e+00,-5.698045253753662109e+00,-5.698045253753662109e+00,-5.698045253753662109e+00,8.809411525726318359e-01,8.809411525726318359e-01,8.809411525726318359e-01,5.782783985137939453e+00,5.782783985137939453e+00,5.782783985137939453e+00,2.132404804229736328e+00,2.132404804229736328e+00,2.132404804229736328e+00,8.066627979278564453e-01,8.066627979278564453e-01,8.066627979278564453e-01,-5.667229175567626953e+00,-5.667229175567626953e+00
